TOPIX Index (xTOPX)
Dailyprices from 25-Oct-2019 to 24-Oct-2024
Currency: JPY
Date,Close,Open,High,Low,
24-Oct-2024,2635.57,2614.63,2645.18,2605.79
23-Oct-2024,2636.96,2649.43,2662.32,2631.55
22-Oct-2024,2651.47,2674.44,2681.13,2635.85
21-Oct-2024,2679.91,2686.97,2693.37,2671.83
18-Oct-2024,2688.98,2698.27,2703.26,2684.07
17-Oct-2024,2687.83,2700.11,2707.52,2687.31
16-Oct-2024,2690.66,2692.14,2711.43,2683.13
15-Oct-2024,2723.57,2733.81,2739.85,2723.01
11-Oct-2024,2706.2,2720.57,2724.38,2704.38
10-Oct-2024,2712.67,2726.58,2727.44,2708.24
09-Oct-2024,2707.24,2721.83,2725.48,2696.08
08-Oct-2024,2699.15,2716.83,2717.52,2692.39
07-Oct-2024,2739.39,2733.55,2752.04,2728.9
04-Oct-2024,2694.07,2687.94,2699.18,2684.61
03-Oct-2024,2683.71,2695.25,2710.34,2679.4
02-Oct-2024,2651.96,2660.09,2678.54,2641.41
01-Oct-2024,2690.78,2661.65,2696.04,2660.89
30-Sep-2024,2645.94,2696.98,2699.14,2636.97
27-Sep-2024,2740.94,2717.42,2743.75,2697.4
26-Sep-2024,2721.12,2673.59,2721.12,2670.36
25-Sep-2024,2650.5,2653.66,2661.79,2644.69
24-Sep-2024,2656.73,2667.06,2677.53,2653.93
20-Sep-2024,2642.35,2652.18,2660.25,2639.54
19-Sep-2024,2616.87,2600.9,2631.88,2600.9
18-Sep-2024,2565.37,2574.05,2582.84,2543.9
17-Sep-2024,2555.76,2574.84,2581.04,2520.51
13-Sep-2024,2571.14,2585.58,2588.34,2563.83
12-Sep-2024,2592.5,2568.39,2603.83,2567.76
11-Sep-2024,2530.67,2563.27,2565.4,2508.2
10-Sep-2024,2576.54,2587.82,2603.7,2573.74
09-Sep-2024,2579.73,2553.66,2583.6,2523.19
06-Sep-2024,2597.42,2619.04,2626.77,2583.58
05-Sep-2024,2620.76,2602.57,2653.69,2592.81
04-Sep-2024,2633.49,2684.14,2687.68,2624.23
03-Sep-2024,2733.27,2717.45,2740.69,2717.45
02-Sep-2024,2715.99,2734.04,2735.1,2700.41
30-Aug-2024,2712.63,2695.8,2714.98,2695.63
29-Aug-2024,2693.02,2683.62,2693.75,2677.45
28-Aug-2024,2692.12,2675.22,2692.12,2671.08
27-Aug-2024,2680.8,2663.04,2684.82,2654.05
26-Aug-2024,2661.41,2671,2673.27,2646.74
23-Aug-2024,2684.72,2678.29,2688.08,2663.26
22-Aug-2024,2671.4,2662.41,2676.27,2656.42
21-Aug-2024,2664.86,2641.84,2668.09,2641.84
20-Aug-2024,2670.54,2668.09,2679.15,2654.93
19-Aug-2024,2641.14,2666.27,2680.86,2636.97
16-Aug-2024,2678.6,2643.42,2680.09,2642.37
15-Aug-2024,2600.75,2583.51,2618.03,2583.51
14-Aug-2024,2581.9,2571.98,2598.51,2561.42
13-Aug-2024,2553.55,2508.78,2553.55,2508.24
09-Aug-2024,2483.3,2497.29,2511.69,2444.83
08-Aug-2024,2461.7,2460.09,2506.96,2444.36
07-Aug-2024,2489.21,2401.89,2542.25,2392.13
06-Aug-2024,2434.21,2271.5,2470.24,2270.93
05-Aug-2024,2227.15,2488.25,2489.22,2206.73
02-Aug-2024,2537.6,2653.94,2656.63,2536.28
01-Aug-2024,2703.69,2767.44,2768.22,2684.91
31-Jul-2024,2794.26,2733.28,2799.48,2720.64
30-Jul-2024,2754.45,2742.03,2757.47,2732.86
29-Jul-2024,2759.67,2731.83,2767.94,2721.5
26-Jul-2024,2699.54,2705.21,2727.27,2695.45
25-Jul-2024,2709.86,2753.38,2755.87,2705.47
24-Jul-2024,2793.12,2820.38,2830.03,2791.3
23-Jul-2024,2833.39,2842.24,2852.23,2826.24
22-Jul-2024,2827.53,2857.56,2859.98,2824.56
19-Jul-2024,2860.83,2860.13,2871.2,2844.34
18-Jul-2024,2868.63,2881.05,2893.89,2868.63
17-Jul-2024,2915.21,2919.07,2927.17,2909.9
16-Jul-2024,2904.5,2905.76,2920.85,2901.32
12-Jul-2024,2894.56,2895.55,2914.92,2890.3
11-Jul-2024,2929.17,2939.41,2946.6,2923.71
10-Jul-2024,2909.2,2891.67,2909.58,2886.05
09-Jul-2024,2895.55,2872.64,2907.21,2867.94
08-Jul-2024,2867.61,2877.86,2887.61,2866.83
05-Jul-2024,2884.18,2900.18,2906.8,2878.84
04-Jul-2024,2898.47,2881.1,2900.91,2879.41
03-Jul-2024,2872.18,2860.99,2875.27,2850.05
02-Jul-2024,2856.62,2827.05,2860.65,2822.08
01-Jul-2024,2824.28,2831.63,2838.67,2816.87
28-Jun-2024,2809.63,2809.21,2821.86,2803.27
27-Jun-2024,2793.7,2792.73,2797.19,2782.12
26-Jun-2024,2802.95,2794.02,2806.59,2781.85
25-Jun-2024,2787.37,2754,2788.77,2751.67
24-Jun-2024,2740.19,2725.5,2749.59,2724.02
21-Jun-2024,2724.69,2734.32,2749.09,2724.69
20-Jun-2024,2725.54,2718.7,2727.26,2704.39
19-Jun-2024,2728.64,2726.07,2735.36,2720.31
18-Jun-2024,2715.76,2719.42,2721.82,2708.52
17-Jun-2024,2700.01,2724.9,2724.9,2692.52
14-Jun-2024,2746.61,2716.33,2755.23,2716.33
13-Jun-2024,2731.78,2767.85,2770.89,2731.27
12-Jun-2024,2756.44,2754.11,2762.1,2752.42
11-Jun-2024,2776.8,2789.24,2801.98,2774.01
10-Jun-2024,2782.49,2759.87,2785.07,2759.87
07-Jun-2024,2755.03,2751.85,2760.52,2748.35
06-Jun-2024,2757.23,2765.41,2773.33,2754.71
05-Jun-2024,2748.22,2769.21,2770.49,2743.03
04-Jun-2024,2787.48,2784.96,2800.23,2777.6
03-Jun-2024,2798.07,2791.68,2809.53,2791.64
31-May-2024,2772.49,2738.46,2775.24,2738.46
30-May-2024,2726.2,2712.81,2731.39,2696.05
29-May-2024,2741.62,2767.69,2783.82,2740.61
28-May-2024,2768.5,2766.15,2772.08,2761.19
27-May-2024,2766.36,2749.6,2766.36,2746.55
24-May-2024,2742.54,2718.41,2748.71,2715.65
23-May-2024,2754.75,2742.69,2757.34,2722.99
22-May-2024,2737.36,2753.93,2757.86,2737.36
21-May-2024,2759.72,2773.23,2785.68,2758.86
20-May-2024,2768.04,2746.45,2784.27,2743.8
17-May-2024,2745.62,2723.68,2748.62,2721.36
16-May-2024,2737.54,2741.39,2746.28,2718.94
15-May-2024,2730.88,2739.45,2758.11,2730.72
14-May-2024,2730.95,2728.49,2742.69,2712.24
13-May-2024,2724.08,2723.94,2729.49,2712.05
10-May-2024,2728.21,2726.2,2753.81,2718.91
09-May-2024,2713.46,2716.77,2730.52,2706.14
08-May-2024,2706.43,2735.14,2740.15,2706.43
07-May-2024,2746.22,2749.74,2750.61,2727.72
02-May-2024,2728.53,2721.01,2735.51,2713.42
01-May-2024,2729.4,2727.92,2740,2715.91
30-Apr-2024,2743.17,2713.83,2747.34,2710.93
26-Apr-2024,2686.48,2666.23,2694.06,2653.51
25-Apr-2024,2663.53,2692.26,2699.53,2663.01
24-Apr-2024,2710.73,2678.83,2710.98,2676.61
23-Apr-2024,2666.23,2683.32,2685.76,2656.59
22-Apr-2024,2662.46,2649.5,2673.46,2643.91
19-Apr-2024,2626.32,2659.95,2662.55,2598.45
18-Apr-2024,2677.45,2653.43,2689.1,2650.78
17-Apr-2024,2663.15,2704.62,2704.9,2663.15
16-Apr-2024,2697.11,2729.57,2731.42,2690.13
15-Apr-2024,2753.2,2732.29,2753.2,2719.47
12-Apr-2024,2759.64,2762,2768.33,2750.99
11-Apr-2024,2746.96,2718.76,2749.16,2718.76
10-Apr-2024,2742.79,2741.8,2752.22,2739.79
09-Apr-2024,2754.69,2739.27,2755.08,2732.64
08-Apr-2024,2728.32,2722.61,2740.55,2718.2
05-Apr-2024,2702.62,2699.53,2706.08,2679.73
04-Apr-2024,2732,2731.5,2752.21,2728.14
03-Apr-2024,2706.51,2697.47,2715.99,2686.79
02-Apr-2024,2714.45,2726.61,2742.74,2705.47
01-Apr-2024,2721.22,2782.19,2784.3,2713.14
29-Mar-2024,2768.62,2761.14,2776.65,2757.72
28-Mar-2024,2750.81,2766.19,2780.27,2745.04
27-Mar-2024,2799.28,2794.1,2812.45,2789.77
26-Mar-2024,2780.8,2772.69,2786.86,2767.46
25-Mar-2024,2777.64,2804.54,2806.09,2777.58
22-Mar-2024,2813.22,2807.83,2820.45,2798.9
21-Mar-2024,2796.21,2781.78,2799.13,2780.61
19-Mar-2024,2750.97,2718.04,2750.97,2713.69
18-Mar-2024,2721.99,2688.46,2723.52,2685.84
15-Mar-2024,2670.8,2651.95,2680.71,2651.95
14-Mar-2024,2661.59,2646.64,2662.89,2636.57
13-Mar-2024,2648.51,2675.55,2681.22,2631.9
12-Mar-2024,2657.24,2639.69,2657.53,2617.9
11-Mar-2024,2666.83,2697.94,2698.27,2639.03
08-Mar-2024,2726.8,2714.62,2742.75,2702.94
07-Mar-2024,2718.54,2744.14,2755.24,2713.67
06-Mar-2024,2730.67,2707.34,2733.9,2702.77
05-Mar-2024,2719.93,2696.68,2724.86,2694.58
04-Mar-2024,2706.28,2719.84,2722.42,2702.19
01-Mar-2024,2709.42,2676.97,2712.29,2675.91
29-Feb-2024,2675.73,2666.05,2681.4,2654.43
28-Feb-2024,2674.95,2678.85,2682.91,2667.05
27-Feb-2024,2678.46,2674.34,2692.3,2672.79
26-Feb-2024,2673.62,2674.19,2686.27,2666.12
22-Feb-2024,2660.71,2640.23,2663.4,2640.13
21-Feb-2024,2627.3,2625.53,2630.82,2614.89
20-Feb-2024,2632.3,2645.75,2648.92,2625.07
19-Feb-2024,2639.69,2625.32,2639.86,2623.93
16-Feb-2024,2624.73,2614.04,2639.32,2613.09
15-Feb-2024,2591.85,2598.88,2599.72,2581.87
14-Feb-2024,2584.59,2598.04,2598.49,2573.7
13-Feb-2024,2612.03,2579.33,2613.94,2577.23
09-Feb-2024,2557.88,2560.96,2576.38,2552.09
08-Feb-2024,2562.63,2557.35,2572.41,2542.72
07-Feb-2024,2549.95,2536.51,2558.1,2534.5
06-Feb-2024,2539.25,2547.22,2548.95,2532.53
05-Feb-2024,2556.71,2557.47,2561.29,2546.56
02-Feb-2024,2539.68,2543.89,2550.29,2530.96
01-Feb-2024,2534.04,2533.1,2543.88,2527.17
31-Jan-2024,2551.1,2514.39,2551.1,2514.39
30-Jan-2024,2526.93,2533.77,2540.09,2526.79
29-Jan-2024,2529.48,2510.92,2536.2,2510.92
26-Jan-2024,2497.65,2519.39,2520.89,2496.27
25-Jan-2024,2531.92,2528.71,2534.12,2514.7
24-Jan-2024,2529.22,2534.74,2541.31,2521.42
23-Jan-2024,2542.07,2550.83,2565.89,2533.62
22-Jan-2024,2544.92,2526.53,2545.38,2523.97
19-Jan-2024,2510.03,2518.5,2519.53,2499.11
18-Jan-2024,2492.09,2491.78,2508.01,2490.02
17-Jan-2024,2496.38,2514.6,2542.91,2495.71
16-Jan-2024,2503.98,2523.8,2525.79,2501.97
15-Jan-2024,2524.6,2499.21,2528.2,2496.25
12-Jan-2024,2494.23,2504.89,2507.44,2485.29
11-Jan-2024,2482.87,2472.06,2490.63,2471.56
10-Jan-2024,2444.48,2416.09,2450.53,2415.78
09-Jan-2024,2413.09,2412.12,2429.89,2400.73
05-Jan-2024,2393.54,2387.88,2400.53,2382.79
04-Jan-2024,2378.79,2359.28,2380.1,2335.58
